"barcode","qty"
"8850000012070","1"
"8850000012069","1"
"8850000012071","1"
"8850000019458","1"
"8850000019459","1"
"8850000019461","1"
"8850000019456","1"
"8850000019455","1"
"8850000019454","1"
"8850000019457","1"
"8850000019453","1"
"8850000036538","1"
"8850000036539","1"
"8850000036536","1"
"8850000036535","1"
"8850000036534","1"
"8850000036537","1"
"8850000014724","1"
"8850000019819","1"
"8850000014725","1"
"88500000499173","1"
"8850000014722","1"
"8850000014721","1"
"8850000014720","1"
"8850000014723","1"
"88500000499174","1"
"8850000017860","1"
"8850000017940","1"
"8850000017858","1"
"8850000017857","1"
"8850000017856","1"
"8850000017859","1"
"8850000015321","1"
"8850000015322","1"
"8850000015320","1"
"8850000019156","1"
"8850000019153","1"
"8850000019154","1"
"8850000019159","1"
"8850000019160","1"
"8850000019157","1"
"8850000019158","1"
"8850000019163","1"
"8850000019164","1"
"8850000019161","1"
"8850000019162","1"
"8850000019179","1"
"8850000019180","1"
"8850000019177","1"
"8850000019178","1"
"8850000019183","1"
"8850000019184","1"
"8850000019181","1"
"8850000019182","1"
"8850000020739","1"
"8850000020740","1"
"8850000020737","1"
"8850000020738","1"
"8850000020743","1"
"8850000020744","1"
"8850000020741","1"
"8850000020742","1"
"8850000019070","1"
"8850000019068","1"
"8850000019069","1"
"8850000019206","1"
"8850000019207","1"
"8850000019212","1"
"8850000019213","1"
"8850000019210","1"
"8850000019211","1"
"8850000019216","1"
"8850000019217","1"
"8850000035148","1"
"8850000019215","1"
"8850000011912","1"
"8850000011913","1"
"8850000011911","1"
"8850000015191","1"
"8850000015190","1"
"8850000013844","1"
"8850000013845","1"
"8850000013846","1"
"8850000013842","1"
"8850000013843","1"
"8850000012640","1"
"8850000012641","1"
"8850000013848","1"
"8850000013847","1"
"8850000012639","1"
"8850000013851","1"
"8850000013852","1"
"8850000013853","1"
"8850000013849","1"
"8850000013850","1"
"8850000017965","1"
"8850000017966","1"
"8850000017963","1"
"8850000017962","1"
"8850000017961","1"
"8850000017964","1"
"8850000017197","1"
"8850000017196","1"
"8850000017195","1"
"8850000017198","1"
"8850000019410","1"
"8850000017487","1"
"8850000017488","1"
"8850000017485","1"
"8850000017484","1"
"8850000017483","1"
"8850000017486","1"
"8850000017201","1"
"8850000017200","1"
"8850000017199","1"
"8850000017202","1"
"8850000017205","1"
"8850000017204","1"
"8850000017203","1"
"8850000017206","1"
"8850000017209","1"
"8850000017208","1"
"8850000017207","1"
"8850000017210","1"
"8850000017289","1"
"8850000017288","1"
"8850000015318","1"
"8850000015317","1"
"8850000015316","1"
"8850000015319","1"
"8850000015391","1"
"8850000015390","1"
"8850000015392","1"
"8850000016837","1"
"8850000016978","1"
"8850000017123","1"
"8850000015394","1"
"8850000015393","1"
"8850000015395","1"
"8850000016838","1"
"8850000016979","1"
"8850000017124","1"
"8850000015387","1"
"8850000015386","1"
"8850000015389","1"
"8850000015388","1"
"8850000016828","1"
"8850000016827","1"
"8850000016829","1"
"8850000016830","1"
"8850000016831","1"
"8850000016833","1"
"8850000016832","1"
"8850000016834","1"
"8850000016836","1"
"8850000016839","1"
"8850000035154","1"
"8850000034467","1"
"8850000035155","1"
"8850000035156","1"
"8850000035157","1"
"8850000035158","1"
"8850000035152","1"
"8850000035151","1"
"8850000035150","1"
"8850000035153","1"
"8850000019736","1"
"8850000019737","1"
"8850000019738","1"
"8850000022525","1"
"8850000046776","1"
"8850000019167","1"
"8850000019166","1"
"8850000019165","1"
"8850000019168","1"
"8850000046775","1"
"8850000019739","1"
"8850000019740","1"
"8850000019741","1"
"8850000022526","1"
"8850000046778","1"
"8850000019171","1"
"8850000019170","1"
"8850000019169","1"
"8850000019172","1"
"8850000046777","1"
"8850000019742","1"
"8850000019743","1"
"8850000019744","1"
"8850000022527","1"
"8850000019175","1"
"8850000019174","1"
"8850000019173","1"
"8850000019176","1"
"8850000019189","1"
"8850000019190","1"
"8850000022528","1"
"8850000022529","1"
"8850000041431","1"
"8850000041432","1"
"8850000019187","1"
"8850000019186","1"
"8850000019185","1"
"8850000019188","1"
"8850000019195","1"
"8850000019196","1"
"8850000022530","1"
"8850000022531","1"
"8850000041433","1"
"8850000041434","1"
"8850000019193","1"
"8850000019192","1"
"8850000019191","1"
"8850000019194","1"
"8850000020760","1"
"8850000020757","1"
"8850000020758","1"
"8850000041428","1"
"8850000041429","1"
"8850000020759","1"
"8850000041430","1"
"8850000020747","1"
"8850000020746","1"
"8850000020745","1"
"8850000020748","1"
"8850000020756","1"
"8850000020753","1"
"8850000020754","1"
"8850000041425","1"
"8850000041426","1"
"8850000020755","1"
"8850000041427","1"
"8850000020751","1"
"8850000020750","1"
"8850000020749","1"
"8850000020752","1"
"8850000015800","1"
"8850000015801","1"
"8850000016739","1"
"8850000016738","1"
"8850000016737","1"
"8850000016742","1"
"8850000016741","1"
"8850000016740","1"
"8850000021872","1"
"8850000021873","1"
"8850000041943","1"
"8850000041944","1"
"8850000021870","1"
"8850000021869","1"
"8850000021868","1"
"8850000021871","1"
"8850000019323","1"
"8850000019322","1"
"8850000019325","1"
"8850000019324","1"
"8850000019082","1"
"8850000019083","1"
"8850000019084","1"
"8850000036543","1"
"8850000019745","1"
"8850000019746","1"
"8850000015606","1"
"8850000015605","1"
"8850000015604","1"
"8850000019081","1"
"8850000015603","1"
"8850000030534","1"
"8850000030535","1"
"8850000030532","1"
"8850000015610","1"
"8850000015609","1"
"8850000015608","1"
"8850000030533","1"
"8850000015607","1"
"8850000040925","1"
"8850000040926","1"
"8850000040927","1"
"8850000040928","1"
"8850000040929","1"
"8850000040923","1"
"8850000040922","1"
"8850000040921","1"
"8850000040924","1"
"8850000018800","1"
"8850000018801","1"
"8850000018802","1"
"8850000018803","1"
"8850000018804","1"
"8850000018805","1"
"8850000018798","1"
"8850000018797","1"
"8850000018796","1"
"8850000018799","1"
"8850000018795","1"
"8850000018811","1"
"8850000018812","1"
"8850000018813","1"
"8850000018814","1"
"8850000018815","1"
"8850000018816","1"
"8850000018809","1"
"8850000018808","1"
"8850000018807","1"
"8850000018810","1"
"8850000018806","1"
"8850000015142","1"
"8850000015140","1"
"8850000015139","1"
"8850000015141","1"
"8850000015143","1"
"8850000014667","1"
"8850000014666","1"
"8850000014668","1"
"8850000014670","1"
"8850000014669","1"
"8850000014671","1"
"8850000015505","1"
"8850000015506","1"
"8850000015503","1"
"8850000015502","1"
"8850000015501","1"
"8850000015504","1"
"8850000017489","1"
"8850000017490","1"
"8850000017495","1"
"8850000017496","1"
"8850000017493","1"
"8850000017492","1"
"8850000017491","1"
"8850000017494","1"
"8850000015804","1"
"8850000015805","1"
"8850000015549","1"
"8850000015548","1"
"8850000015547","1"
"8850000015803","1"
"8850000015807","1"
"8850000015646","1"
"8850000015645","1"
"8850000015644","1"
"8850000015806","1"
"8850000011918","1"
"8850000011919","1"
"8850000011916","1"
"8850000011915","1"
"8850000011914","1"
"8850000011917","1"
"8850000013672","1"
"8850000013673","1"
"8850000013674","1"
"8850000013670","1"
"8850000013669","1"
"8850000013668","1"
"8850000013671","1"
"8850000013667","1"
"8850000013680","1"
"8850000013681","1"
"8850000013682","1"
"8850000013678","1"
"8850000013677","1"
"8850000013676","1"
"8850000013679","1"
"8850000013675","1"
"8850000013696","1"
"8850000013690","1"
"8850000013697","1"
"8850000013698","1"
"8850000013694","1"
"8850000013693","1"
"8850000013692","1"
"8850000013695","1"
"8850000013691","1"
"8850000013705","1"
"8850000013699","1"
"8850000013706","1"
"8850000013707","1"
"8850000013703","1"
"8850000013702","1"
"8850000013701","1"
"8850000013704","1"
"8850000013700","1"
"8850000019387","1"
"8850000019389","1"
"8850000019388","1"
"8850000019390","1"
"8850000017003","1"
"8850000017004","1"
"8850000016986","1"
"8850000016984","1"
"8850000016983","1"
"8850000016982","1"
"8850000016985","1"
"8850000016981","1"
"8850000016988","1"
"8850000016987","1"
"8850000016990","1"
"8850000016989","1"
"8850000016992","1"
"8850000016991","1"
"8850000016994","1"
"8850000016993","1"
"8850000016996","1"
"8850000016995","1"
"8850000016998","1"
"8850000016997","1"
"8850000015023","1"
"8850000015024","1"
"8850000015021","1"
"8850000015020","1"
"8850000015019","1"
"8850000015022","1"
"8850000015029","1"
"8850000015030","1"
"8850000015027","1"
"8850000015026","1"
"8850000015025","1"
"8850000015028","1"
"8850000016826","1"
"8850000015887","1"
"8850000015888","1"
"8850000015885","1"
"8850000015884","1"
"8850000015883","1"
"8850000015886","1"
"8850000015893","1"
"8850000015894","1"
"8850000015891","1"
"8850000015890","1"
"8850000015889","1"
"8850000015892","1"
"8850000015899","1"
"8850000015900","1"
"8850000015897","1"
"8850000015896","1"
"8850000015895","1"
"8850000015898","1"
"8850000015250","1"
"8850000015248","1"
"8850000015247","1"
"8850000015246","1"
"8850000015249","1"
"8850000015255","1"
"8850000015253","1"
"8850000015252","1"
"8850000015251","1"
"8850000015254","1"
"8850000016057","1"
"8850000016055","1"
"8850000016054","1"
"8850000016053","1"
"8850000016056","1"
"8850000016062","1"
"8850000016060","1"
"8850000016059","1"
"8850000016058","1"
"8850000016061","1"
"8850000010612","1"
"8850000010606","1"
"8850000010613","1"
"8850000010610","1"
"8850000010609","1"
"8850000010608","1"
"8850000010611","1"
"8850000010607","1"
"8850000010620","1"
"8850000010614","1"
"8850000010621","1"
"8850000010618","1"
"8850000010617","1"
"8850000010616","1"
"8850000010619","1"
"8850000010615","1"
"8850000012117","1"
"8850000012118","1"
"8850000012119","1"
"8850000012120","1"
"8850000012121","1"
"8850000010696","1"
"8850000010697","1"
"8850000010694","1"
"8850000010693","1"
"8850000010692","1"
"8850000010695","1"
"8850000010702","1"
"8850000010703","1"
"8850000010700","1"
"8850000010699","1"
"8850000010698","1"
"8850000010701","1"
"8850000010708","1"
"8850000010709","1"
"8850000010706","1"
"8850000010705","1"
"8850000010704","1"
"8850000010707","1"
"8850000010715","1"
"8850000010716","1"
"8850000010717","1"
"8850000010713","1"
"8850000010712","1"
"8850000010711","1"
"8850000010714","1"
"8850000010710","1"
"8850000010723","1"
"8850000010724","1"
"8850000010725","1"
"8850000010721","1"
"8850000010720","1"
"8850000010719","1"
"8850000010722","1"
"8850000010718","1"
"8850000010731","1"
"8850000010732","1"
"8850000010733","1"
"8850000010729","1"
"8850000010728","1"
"8850000010727","1"
"8850000010730","1"
"8850000010726","1"
"8850000010739","1"
"8850000010740","1"
"8850000010741","1"
"8850000010737","1"
"8850000010736","1"
"8850000010735","1"
"8850000010738","1"
"8850000010734","1"
"8850000010747","1"
"8850000014684","1"
"8850000014685","1"
"8850000014681","1"
"8850000014680","1"
"8850000014679","1"
"8850000014682","1"
"8850000014678","1"
"8850000014691","1"
"8850000014692","1"
"8850000014693","1"
"8850000014689","1"
"8850000014688","1"
"8850000014687","1"
"8850000014690","1"
"8850000014686","1"
"8850000014699","1"
"8850000014700","1"
"8850000014701","1"
"8850000014697","1"
"8850000014696","1"
"8850000014695","1"
"8850000014698","1"
"8850000014694","1"
"8850000014707","1"
"8850000014708","1"
"8850000014709","1"
"8850000014705","1"
"8850000014704","1"
"8850000014703","1"
"8850000014706","1"
"8850000014702","1"
"8850000010748","1"
"8850000010749","1"
"8850000010745","1"
"8850000010744","1"
"8850000010743","1"
"8850000010746","1"
"8850000010742","1"
"8850000010755","1"
"8850000010756","1"
"8850000010757","1"
"8850000010753","1"
"8850000010752","1"
"8850000010751","1"
"8850000010754","1"
"8850000010750","1"
"8850000010763","1"
"8850000010764","1"
"8850000010765","1"
"8850000010761","1"
"8850000010760","1"
"8850000010759","1"
"8850000010762","1"
"8850000010758","1"
"8850000010771","1"
"8850000010772","1"
"8850000010773","1"
"8850000010769","1"
"8850000010768","1"
"8850000010767","1"
"8850000010770","1"
"8850000010766","1"
"8850000015962","1"
"8850000011617","1"
"8850000011616","1"
"8850000011615","1"
"8850000011618","1"
"8850000015964","1"
"8850000011621","1"
"8850000011620","1"
"8850000011619","1"
"8850000011622","1"
"8850000015963","1"
"8850000011625","1"
"8850000011624","1"
"8850000011623","1"
"8850000011626","1"
"8850000010793","1"
"8850000010794","1"
"8850000010791","1"
"8850000010790","1"
"8850000010789","1"
"8850000010792","1"
"8850000010786","1"
"8850000010787","1"
"8850000010788","1"
"8850000010784","1"
"8850000010783","1"
"8850000010782","1"
"8850000010785","1"
"8850000017954","1"
"8850000017952","1"
"8850000017951","1"
"8850000017950","1"
"8850000017953","1"
"8850000016761","1"
"8850000016760","1"
"8850000016762","1"
"8850000016764","1"
"8850000016763","1"
"8850000016765","1"
"8850000016767","1"
"8850000016766","1"
"8850000016769","1"
"8850000016768","1"
"8850000012470","1"
"8850000012471","1"
"8850000012468","1"
"8850000012467","1"
"8850000012466","1"
"8850000012469","1"
"8850000012482","1"
"8850000012483","1"
"8850000012480","1"
"8850000012479","1"
"8850000012478","1"
"8850000012481","1"
"8850000012476","1"
"8850000012477","1"
"8850000012474","1"
"8850000012473","1"
"8850000012472","1"
"8850000012475","1"
"8850000012488","1"
"8850000012489","1"
"8850000012486","1"
"8850000012485","1"
"8850000012484","1"
"8850000012487","1"
"8850000019364","1"
"8850000014745","1"
"8850000014746","1"
"8850000014743","1"
"8850000014742","1"
"8850000014741","1"
"8850000014744","1"
"8850000011942","1"
"8850000011943","1"
"8850000011940","1"
"8850000011939","1"
"8850000011938","1"
"8850000011941","1"
"8850000013443","1"
"8850000013444","1"
"8850000013441","1"
"8850000013440","1"
"8850000013439","1"
"8850000013442","1"
"8850000012889","1"
"8850000012890","1"
"8850000012891","1"
"8850000012892","1"
"8850000012887","1"
"8850000012886","1"
"8850000012885","1"
"8850000012888","1"
"8850000012897","1"
"8850000012898","1"
"8850000012899","1"
"8850000012900","1"
"8850000012895","1"
"8850000012894","1"
"8850000012893","1"
"8850000012896","1"
"8850000015007","1"
"8850000015006","1"
"8850000015005","1"
"8850000015010","1"
"8850000015009","1"
"8850000015008","1"
"8850000013106","1"
"8850000013107","1"
"8850000013104","1"
"8850000013103","1"
"8850000013102","1"
"8850000013105","1"
"8850000013112","1"
"8850000013113","1"
"8850000013110","1"
"8850000013109","1"
"8850000013108","1"
"8850000013111","1"
"8850000012931","1"
"8850000012932","1"
"8850000012933","1"
"8850000012934","1"
"8850000012929","1"
"8850000012928","1"
"8850000012927","1"
"8850000012930","1"
"8850000012939","1"
"8850000012940","1"
"8850000012941","1"
"8850000012942","1"
"8850000012937","1"
"8850000012936","1"
"8850000012935","1"
"8850000012938","1"
"8850000011900","1"
"8850000011901","1"
"8850000011898","1"
"8850000011897","1"
"8850000011896","1"
"8850000011899","1"
"8850000011906","1"
"8850000011907","1"
"8850000011904","1"
"8850000011903","1"
"8850000011902","1"
"8850000011905","1"
"8850000012947","1"
"8850000012948","1"
"8850000012949","1"
"8850000012950","1"
"8850000012945","1"
"8850000012944","1"
"8850000012943","1"
"8850000012946","1"
"8850000012955","1"
"8850000012956","1"
"8850000012953","1"
"8850000012952","1"
"8850000012951","1"
"8850000012954","1"
"8850000015004","1"
"8850000015003","1"
"8850000015002","1"
"8850000012905","1"
"8850000012906","1"
"8850000012907","1"
"8850000012908","1"
"8850000012903","1"
"8850000012902","1"
"8850000012901","1"
"8850000012904","1"
"8850000012913","1"
"8850000012914","1"
"8850000012911","1"
"8850000012910","1"
"8850000012909","1"
"8850000012912","1"
"8850000012919","1"
"8850000012920","1"
"8850000012917","1"
"8850000012916","1"
"8850000012915","1"
"8850000012918","1"
"8850000012925","1"
"8850000012926","1"
"8850000012923","1"
"8850000012922","1"
"8850000012921","1"
"8850000012924","1"
"8850000013118","1"
"8850000013119","1"
"8850000013116","1"
"8850000013115","1"
"8850000013114","1"
"8850000013117","1"
"8850000013124","1"
"8850000013125","1"
"8850000013122","1"
"8850000013121","1"
"8850000013120","1"
"8850000013123","1"
"8850000016349","1"
"8850000016348","1"
"8850000016347","1"
"8850000016350","1"
"8850000016346","1"
"8850000016354","1"
"8850000016353","1"
"8850000016352","1"
"8850000016355","1"
"8850000016351","1"
"8850000015447","1"
"8850000015448","1"
"8850000015445","1"
"8850000014778","1"
"8850000015444","1"
"8850000015446","1"
"8850000015452","1"
"8850000015453","1"
"8850000015450","1"
"8850000014779","1"
"8850000015449","1"
"8850000015451","1"
"8850000013862","1"
"8850000013863","1"
"8850000013860","1"
"8850000013859","1"
"8850000013858","1"
"8850000013861","1"
"8850000013868","1"
"8850000013869","1"
"8850000013866","1"
"8850000013865","1"
"8850000013864","1"
"8850000013867","1"
"8850000015458","1"
"8850000015459","1"
"8850000015456","1"
"8850000015455","1"
"8850000015454","1"
"8850000015457","1"
"8850000015464","1"
"8850000015465","1"
"8850000015462","1"
"8850000015461","1"
"8850000015460","1"
"8850000015463","1"
"8850000013874","1"
"8850000013875","1"
"8850000013872","1"
"8850000013871","1"
"8850000013870","1"
"8850000013873","1"
"8850000013880","1"
"8850000013881","1"
"8850000013878","1"
"8850000013877","1"
"8850000013876","1"
"8850000013879","1"
"8850000014737","1"
"8850000014738","1"
"8850000014735","1"
"8850000014734","1"
"8850000014733","1"
"8850000014736","1"
"8850000011858","1"
"8850000011859","1"
"8850000011856","1"
"8850000011855","1"
"8850000011854","1"
"8850000011857","1"
"8850000014585","1"
"8850000014586","1"
"8850000015150","1"
"8850000015043","1"
"8850000015042","1"
"8850000015151","1"
"8850000015154","1"
"8850000015152","1"
"8850000015041","1"
"8850000015040","1"
"8850000015153","1"
"8850000014251","1"
"8850000011675","1"
"8850000011673","1"
"8850000011672","1"
"8850000011671","1"
"8850000011674","1"
"8850000011680","1"
"8850000011678","1"
"8850000011677","1"
"8850000011676","1"
"8850000011679","1"
"8850000015231","1"
"8850000015428","1"
"8850000015229","1"
"8850000015228","1"
"8850000015227","1"
"8850000015230","1"
"8850000015236","1"
"8850000016809","1"
"8850000015234","1"
"8850000015233","1"
"8850000015232","1"
"8850000015235","1"
"8850000011685","1"
"8850000011686","1"
"8850000011683","1"
"8850000011682","1"
"8850000011681","1"
"8850000011684","1"
"8850000011691","1"
"8850000011692","1"
"8850000011689","1"
"8850000011688","1"
"8850000011687","1"
"8850000011690","1"
"8850000012434","1"
"8850000012435","1"
"8850000012432","1"
"8850000012431","1"
"8850000012430","1"
"8850000012433","1"
"8850000012440","1"
"8850000012441","1"
"8850000012438","1"
"8850000012437","1"
"8850000012436","1"
"8850000012439","1"
"8850000012446","1"
"8850000012447","1"
"8850000012444","1"
"8850000012443","1"
"8850000012442","1"
"8850000012445","1"
"8850000012452","1"
"8850000012453","1"
"8850000012450","1"
"8850000012449","1"
"8850000012448","1"
"8850000012451","1"
"8850000012458","1"
"8850000012459","1"
"8850000012456","1"
"8850000012455","1"
"8850000012454","1"
"8850000012457","1"
"8850000012464","1"
"8850000012465","1"
"8850000012462","1"
"8850000012461","1"
"8850000012460","1"
"8850000012463","1"
"8850000019362","1"
"8850000014751","1"
"8850000014752","1"
"8850000014749","1"
"8850000014748","1"
"8850000014747","1"
"8850000014750","1"
"8850000013090","1"
"8850000013088","1"
"8850000013087","1"
"8850000013086","1"
"8850000013089","1"
"8850000013095","1"
"8850000013093","1"
"8850000013092","1"
"8850000013091","1"
"8850000013094","1"
"8850000013100","1"
"8850000013098","1"
"8850000013097","1"
"8850000013096","1"
"8850000013099","1"
"8850000013028","1"
"8850000013029","1"
"8850000013026","1"
"8850000013025","1"
"8850000013024","1"
"8850000013027","1"
"8850000013034","1"
"8850000013035","1"
"8850000013032","1"
"8850000013031","1"
"8850000013030","1"
"8850000013033","1"
"8850000013040","1"
"8850000013101","1"
"8850000013038","1"
"8850000013037","1"
"8850000013036","1"
"8850000013039","1"
"8850000011402","1"
"8850000011403","1"
"8850000011400","1"
"8850000011399","1"
"8850000011398","1"
"8850000011401","1"
"8850000014555","1"
"8850000014571","1"
"8850000014567","1"
"8850000014570","1"
"8850000013134","1"
"8850000013132","1"
"8850000013131","1"
"8850000013130","1"
"8850000013133","1"
"8850000013136","1"
"8850000013135","1"
"8850000013140","1"
"8850000013139","1"
"8850000013138","1"
"8850000013137","1"
"8850000013143","1"
"8850000013142","1"
"8850000013141","1"
"8850000013144","1"
"8850000015653","1"
"8850000015654","1"
"8850000015651","1"
"8850000015650","1"
"8850000015649","1"
"8850000015652","1"
"8850000014532","1"
"8850000014531","1"
"8850000014533","1"
"8850000014529","1"
"8850000014528","1"
"8850000014530","1"
"8850000014662","1"
"8850000014789","1"
"8850000014788","1"
"8850000014790","1"
"8850000014661","1"
"8850000014660","1"
"8850000014659","1"
"8850000014791","1"
"8850000015284","1"
"8850000015285","1"
"8850000015286","1"
"8850000015282","1"
"8850000015281","1"
"8850000015283","1"
"8850000014851","1"
"8850000015287","1"
"8850000015288","1"
"88500000499175","1"
"8850000015289","1"
"8850000015224","1"
"8850000015225","1"
"8850000015226","1"
"8850000015222","1"
"8850000015223","1"
"8850000015291","1"
"8850000015292","1"
"8850000015293","1"
"8850000014861","1"
"8850000014860","1"
"8850000015290","1"
"8850000014862","1"
"8850000014526","1"
"8850000014525","1"
"8850000014527","1"
"8850000014269","1"
"8850000014256","1"
"8850000014255","1"
"8850000014254","1"
"8850000014257","1"
"8850000014261","1"
"8850000014259","1"
"8850000014258","1"
"8850000014260","1"
"8850000017947","1"
"8850000012612","1"
"8850000012606","1"
"8850000012613","1"
"8850000012614","1"
"8850000012615","1"
"8850000012610","1"
"8850000012609","1"
"8850000012608","1"
"8850000012611","1"
"8850000012607","1"
"8850000017948","1"
"8850000012622","1"
"8850000012616","1"
"8850000012623","1"
"8850000012624","1"
"8850000012625","1"
"8850000012620","1"
"8850000012619","1"
"8850000012618","1"
"8850000012621","1"
"8850000012617","1"
"8850000017949","1"
"8850000012632","1"
"8850000012626","1"
"8850000012633","1"
"8850000012634","1"
"8850000012635","1"
"8850000012630","1"
"8850000012629","1"
"8850000012628","1"
"8850000012631","1"
"8850000012627","1"
"8850000015433","1"
"8850000015434","1"
"8850000015435","1"
